Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),GPC + 2006 IPCC Guidelines,Yes,"CH4, CO2, N20",5774783.21,14757840,,1934328,,3869733,,,,,,Decreased,Other:  Various reasons,,6520266,2017,POINT (-43.5614 -22.9054),2020-05-01T03:57:57.217
2019,31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,3885871,368882,90910,4345663,0,Decreased,Technological change,,1751907,2010,POINT (-49.2647 -25.4311),2020-05-01T03:57:57.217
2019,43928,Canberra,Canberra,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-07-01 - 2018-06-30,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The ACT Government receives disaggregated national data each year from the Australian Government which is consistent with the IPCC guidelines. However, the ACT Government is required to record its own electricity, gas and transport data as this is not provided by the national government at the ACT scale. For a more accurate inventory waste data is also counted more specifically to what’s recorded in the national data.",,"CH4, CO2, HFCs, N20, SF6",,1899700,,1467800,,,,,,,,Decreased,Other: Multiple reasons,,423000,2018,POINT (149.124 -35.3075),2020-05-01T03:57:57.217
2019,834259,Municipality of Lobos,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,433496.42,0,23768.86,0,3645.78,,,,,,,,,36172,2010,,2020-05-01T03:57:57.217
2019,35879,City of Minneapolis,Minneapolis,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,2756800,1402603,140461,4299864,4299864,Increased,Change in weather conditions,,422331,2017,POINT (-93.2667 44.9833),2020-05-01T03:57:57.217
2019,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Institut für Energie- und Umweltforschung Heidelberg GmbH,No,"CH4, CO2, N20",,,,,,,563517,453827,,967417,985990,Decreased,,,147437,2018,POINT (8.67243 49.3988),2020-05-01T03:57:57.217
2019,43938,"The Executive Council, Govt of Dubai",Dubai,United Arab Emirates,Middle East,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,City specific methodology,The GPC  is used along with the revised IPCC 1996 Guidelines to calculate the city-wide GHG emissions of Dubai.,,"CH4, CO2, N20",19569263,26089109,,22432860,,,,,,,,Increased,Population increase,,3192275,2018,POINT (55.2708 25.2048),2020-05-01T03:57:57.217
2019,58310,City of Roanoke,Roanoke,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),ClearPath,No,"CH4, CO2, N20",,,,,,,611075,1256450,128042,,,Stayed the same,,,99920,2018,POINT (-79.9414 37.271),2020-05-01T03:57:57.217
2019,59631,"City of San Leandro, CA",San Leandro,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,548456.82,102335.19,22639.85,671166.78,673431.86,Increased,Population increase,,90553,2019,POINT (-122.156 37.7249),2020-05-01T03:57:57.217
2019,35874,City of Phoenix,Phoenix,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,11094141,5048773,395584,15447378,15684670,Decreased,Technological change,,1660272,2018,POINT (-112.074 33.4484),2020-05-01T03:57:57.217
2019,54088,City of Peterborough,Peterborough,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Other: PCP tool,"In order to calculate emission rates for municipal corporate owned facilities , the PCP tool was used with the proper coefficient for each respective year that calculations were conducted for.",,"CH4, CO2",,4544.88,,61.67,,,,,,,,Decreased,Legislative change,,82094,2016,,2020-05-01T03:57:57.217
2019,834405,Municipality of Soldini,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,10246.85,0,1809.75,0,277.59,,,,,,This is our first year of calculation,Other,,3212,2010,,2020-05-01T03:57:57.217
2019,834238,Municipality of Centeno,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,16977.94,0,1756.63,0,269.44,,,,,,,,,3116,2010,,2020-05-01T03:57:57.217
2019,54625,Prefeitura de Londrina,Londrina,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"A Metodologia GPC foi criada pelo ICLEI em parceria com a WRI (World Resources Institute) e a C40 (Climate Leadership Group) em 2014, tendo como base os Manuais para Inventários de GEE Nacionais de 2006, publicados pelo IPCC. A GPC tem como objetivo ser uma metodologia robusta e clara, que permita maior agregação e confiabilidade de dados e comparações mais confiáveis entre diferentes inventários, pré-estabelecendo requisitos e provendo orientações para os cálculos e reportes de resultados dos inventários.",No,"CH4, CO2, N20",,,,,,,1026070,154376,17109,1279855,,Increased,Population increase,,506701,2010,POINT (-51.1505 -23.3356),2020-05-01T03:57:57.217
2019,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Collected data over a 1 year period with the help of many public and governmental organizations as well as private utility company.,,"CH4, CO2, N20",,,,,,,1315665,1210666,64438,,,Decreased,Improved data accuracy,,228783,2018,POINT (-77.436 37.5407),2020-05-01T03:57:57.217
2019,43911,City of Ottawa,Ottawa,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,5799445,,133962,,13996,,,,,,Decreased,Technological change,,979173,2017,POINT (-75.6972 45.4215),2020-05-01T03:57:57.217
2019,59537,"City of Denton, TX",Denton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-10-01 - 2018-09-30,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"Since 2006, the City has utilized software developed and endorsed by ICLEI Local Governments for Sustainability (ICLEI) and partners including the National Association of Clean Air Agencies (NACAA) and the U.S. Environmental Protection Agency (USEPA).  The software has been updated over time to reflect current scientific understanding and to remain consistent with the latest inventory protocols. Since 2011, the City has used ICLEI’s web-based ClearPath software, which allows for efficient protocol updates, technical support, and improved forecasting and planning strategies. Data pertaining to energy use, fuel consumption, and waste is gathered from City departments, community agencies, and service providers and entered into the software to generate GHG inventories for both municipal operations and for the community as a whole. The software uses the latest methods and emissions factors to translate this data into equivalent CO2 emissions.",,"CH4, CO2, N20",,,,,,,1021228,452359,24051,,,Decreased,Other: Increased Renewable Energy,,131097,2017,POINT (-97.1331 33.2148),2020-05-01T03:57:57.217
2019,32480,City of Adelaide,Adelaide,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-07-01 - 2018-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, HFCs, N20, PFCs, SF6",,240706.57,,377745.08,44184.91,360759.27,,,,,,Decreased,Technological change,,27247,2019,POINT (138.601 -34.9285),2020-05-01T03:57:57.217
2019,35897,Municipality of Campinas,Campinas,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Para a elaboração do Inventário de Emissões de GEE da RMC foi utilizado o método proposto pelo GPC (Global Protocol for Community-Scale Greenhouse Gas Emission Inventories), desenvolvido pelo ICLEI, WRI (World Resources Institute) e C40 (Climate Leadership Group) em 2014, tendo como base o guia nacional de inventários, publicado em 2006 pelo IPCC (Intergovernmental Pannel on Climate Change). De acordo com o GPC, os Inventários devem contemplar os 7 tipos de GEE que fazem parte do reporte do Protocolo de Kyoto: dióxido de carbono (CO2), metano (CH4), óxido de nitrogênio (N2O), hidrofluorcarbono (HFCs), perfluorcarbono (PFCs), hexafluoreto de enxofre (SF6), e trifluoreto de nitrogênio (NF3).O Inventário da RMC considerou as emissões de CO2, CH4 e N2O de acordo com as fontes de emissão mapeadas e a disponibilidade de dados. Adicionalmente, o inventário também computou as emissões de CO2 de origem renovável.",No,"CH4, CO2, N20",,,,,,,2350698,262853.11,50350.32,0,2663901.43,This is our first year of calculation,,,1194094,2018,POINT (-46.9372 -22.744),2020-05-01T03:57:57.217
2019,834280,Municipality of Pérez,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,66071.74,0,24081.47,0,3693.73,,,,,,This is our first year of calculation,Other: No hay datos,,29204,2014,,2020-05-01T03:57:57.217
2019,60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,2017-01-01 - 2017-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,,,,,,,,,,,,,,,,54206,2015,POINT (-77.0273 -12.0977),2020-05-01T03:57:57.217
2019,59563,"City of Takoma Park, MD",Takoma Park,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,92150,,34871,,2804,,,,,,Increased,Change in weather conditions,,17765,2016,POINT (-77.0075 38.9779),2020-05-01T03:57:57.217
2019,73637,Steve Tshwete,,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-07-01 - 2018-07-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,29803313,2937280,291112,3967565,,Increased,Population increase,,278749,2016,,2020-05-01T03:57:57.217
2019,834362,Sigtuna Municipality,Sigtuna Municipality,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"RUS database: The data in the database is based on Sweden's official emission statistics, which are reporte to the international Climate Convention and the Air Safety Convention. Emissions for Sweden have been distributed across the country in a grid where the squares correspond to one km2. The distribution is done using relevant statistics and geographical data, such as road networks, pastures, felled forests, population data. This geographical distribution means that the national total emissions are broken down and distributed at regional and local level. The breakdown into higher spatial resolution includes a geographical limitation of where emissions occur (for example, road networks) and statistics at regional level (for example, traffic flows, vehicle types, cold start share) and entails certain uncertainties.",,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,214909,,,,,,,,,,Decreased,Other: Combination of several factors,,48130,2018,POINT (17.7234 59.6191),2020-05-01T03:57:57.217
2019,73707,Totoras,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,107680.9,0,8421.28,0,1291.7,,,,,,This is our first year of calculation,Other: No hay datos,,10292,2010,,2020-05-01T03:57:57.217
2019,73879,Roskilde,Roskilde,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,422955,,,,,Decreased,Technological change,,87542,2019,POINT (12.0878 55.6419),2020-05-01T03:57:57.217
2019,63543,Fredensborg Kommune,Fredensborg,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,Energi- og CO2-regnskabet from sparenergi.dk,,"CH4, CO2",14383.19,181707,,,,,,,,,,Decreased,Technological change,,40112,2016,POINT (12.4058 55.9747),2020-05-01T03:57:57.217
